0.0208;0.0003;0.0007;0.0269;0.0600;-0.0200;32.5382;1.9531;-1
0.0204;0.0002;0.0006;0.0249;0.0300;-0.0200;18.1190;1.9531;-1
0.0209;0.0002;0.0006;0.0254;0.0500;-0.0200;29.5985;1.9531;-1
0.0312;0.0007;0.0017;0.0407;0.1300;-0.0200;57.0069;56.6406;1
0.0193;0.0002;0.0005;0.0231;0.0400;-0.0200;22.1540;1.9531;-1
0.0240;0.0002;0.0008;0.0285;0.0100;-0.0200;13.5844;1.9531;-1
0.0251;0.0003;0.0010;0.0311;0.0600;-0.0200;39.2651;27.3438;1
0.0314;0.0007;0.0017;0.0410;0.0900;-0.0200;55.8772;56.6406;1
0.0193;0.0002;0.0006;0.0247;0.0500;-0.0200;44.5023;31.2500;1
0.0217;0.0002;0.0006;0.0254;0.0400;-0.0200;15.2573;1.9531;-1
0.0235;0.0002;0.0008;0.0277;0.0400;-0.0200;19.5328;1.9531;-1
0.0304;0.0007;0.0016;0.0399;0.1100;-0.0200;54.6368;60.5469;1
0.0222;0.0002;0.0007;0.0271;0.0400;-0.0200;32.2878;1.9531;-1
0.0242;0.0002;0.0008;0.0284;0.0100;-0.0200;12.0433;1.9531;-1
0.0264;0.0005;0.0012;0.0342;0.0900;-0.0200;51.5041;48.8281;1
0.0256;0.0001;0.0008;0.0280;0.0200;-0.0200;7.5263;1.9531;-1
0.0203;0.0003;0.0007;0.0259;0.0400;-0.0200;23.4971;1.9531;-1
0.0235;0.0004;0.0010;0.0314;0.0900;-0.0100;54.3531;46.8750;1
0.0612;0.0022;0.0060;0.0772;0.2700;0.0400;33.7088;29.2969;1
0.0402;0.0014;0.0030;0.0545;0.1600;0.0200;13.8038;3.9063;-1
0.0132;0.0002;0.0003;0.0182;0.0900;-0.0100;72.3336;50.7813;-1
0.0279;0.0006;0.0014;0.0374;0.1400;-0.0100;67.6811;56.6406;1
0.0629;0.0022;0.0061;0.0782;0.2300;0.0400;31.4448;9.7656;1
0.0300;0.0004;0.0013;0.0362;0.1000;0.0300;18.9753;1.9531;-1
0.0146;0.0002;0.0004;0.0203;0.0600;0.0100;33.9664;3.9063;-1
0.0284;0.0012;0.0020;0.0443;0.1800;0.0100;65.6072;56.6406;1
0.0191;0.0003;0.0006;0.0249;0.0900;0.0100;28.4570;1.9531;-1
0.0254;0.0007;0.0013;0.0362;0.1500;0.0200;46.1978;42.9688;-1
0.0431;0.0012;0.0031;0.0556;0.1600;0.0300;47.8202;44.9219;1
0.0273;0.0004;0.0012;0.0345;0.1000;0.0200;25.3784;1.9531;1
0.0227;0.0003;0.0009;0.0292;0.0700;0.0200;18.6408;1.9531;-1
0.0326;0.0007;0.0018;0.0419;0.1100;0.0200;42.6191;39.0625;-1
0.0327;0.0005;0.0015;0.0392;0.1100;0.0300;9.6112;1.9531;-1
0.0322;0.0009;0.0019;0.0441;0.1700;0.0200;46.1936;37.1094;1
0.0416;0.0012;0.0030;0.0546;0.1500;0.0200;54.4285;54.6875;1
0.0261;0.0007;0.0014;0.0374;0.1300;0.0200;20.9859;5.8594;-1
0.0152;0.0001;0.0003;0.0187;0.0600;-0.0100;45.4158;37.1094;-1
0.0290;0.0007;0.0016;0.0397;0.1600;-0.0100;58.6365;48.8281;1
0.0272;0.0004;0.0012;0.0340;0.0900;0.0200;28.8755;3.9063;-1
0.0140;0.0002;0.0004;0.0199;0.0700;0.0100;45.4398;25.3906;-1
0.0434;0.0017;0.0036;0.0597;0.1800;0.0100;59.3110;52.7344;1
0.0411;0.0019;0.0035;0.0595;0.2700;0.0200;44.0595;35.1563;1
0.0226;0.0005;0.0010;0.0314;0.1100;0.0200;25.9360;3.9063;-1
0.0091;0.0001;0.0002;0.0126;0.0600;0.0100;62.2160;50.7813;-1
0.0348;0.0002;0.0014;0.0377;0.0900;0.0300;4.1820;1.9531;-1
0.0340;0.0005;0.0017;0.0406;0.1100;0.0300;9.4212;1.9531;-1
0.0389;0.0010;0.0025;0.0502;0.1300;0.0300;37.9155;31.2500;1
0.0610;0.0023;0.0060;0.0775;0.1800;0.0300;47.7369;48.8281;1
0.0286;0.0006;0.0015;0.0382;0.1400;0.0200;48.8152;42.9688;1
0.0189;0.0002;0.0006;0.0245;0.0700;-0.0100;48.3310;41.0156;-1
0.0406;0.0012;0.0029;0.0537;0.1900;0.0100;49.8694;41.0156;1
0.0444;0.0020;0.0040;0.0630;0.2600;0.0300;43.4386;39.0625;1
0.0305;0.0006;0.0015;0.0388;0.1100;0.0200;17.6985;3.9063;-1
0.0237;0.0006;0.0012;0.0342;0.1200;0.0100;66.4550;50.781;1
0.0543;0.0016;0.0046;0.0676;0.1800;0.0200;64.9551;60.5469;1
0.0320;0.0009;0.0019;0.0439;0.1400;-0.0100;53.1600;52.7344;1
0.0223;0.0003;0.0008;0.0281;0.0600;-0.0200;35.7605;11.7188;-1
0.0215;0.0003;0.0008;0.0275;0.1000;0.0200;22.5089;1.9531;-1
0.0332;0.0009;0.0020;0.0451;0.1200;0.0100;66.8145;60.5469;1
0.0744;0.0032;0.0087;0.0933;0.2300;0.0400;55.3055;50.7813;1
0.0275;0.0007;0.0015;0.0387;0.1300;0.0100;55.8269;48.8281;1
0.0318;0.0004;0.0015;0.0382;0.0400;-0.0200;17.0849;1.9531;-1
0.0584;0.0007;0.0041;0.0640;0.0600;-0.0600;8.1954;1.9531;-1
0.0645;0.0032;0.0074;0.0858;0.2300;-0.0200;49.2096;48.8281;1
0.0485;0.0024;0.0048;0.0692;0.1800;-0.0100;57.6609;52.7344;1
0.0298;0.0005;0.0014;0.0375;0.1000;0.0100;49.5012;41.0156;1
0.0324;0.0003;0.0013;0.0362;0.0400;-0.0300;11.6865;1.9531;-1
0.0366;0.0008;0.0021;0.0458;0.1100;-0.0200;54.3066;46.8750;1
0.0622;0.0029;0.0067;0.0820;0.2800;0.0100;67.2234;56.6406;1
0.0356;0.0009;0.0021;0.0461;0.1500;0.0300;31.5624;1.9531;-1
0.0257;0.0004;0.0011;0.0330;0.1000;-0.0100;46.0343;41.0156;-1
0.0366;0.0008;0.0022;0.0468;0.1000;-0.0200;32.6679;1.9531;-1
0.0588;0.0021;0.0055;0.0745;0.1500;-0.0300;56.0655;52.7344;1
0.0425;0.0014;0.0032;0.0566;0.1600;-0.0200;49.0616;46.8750;1
0.0303;0.0006;0.0015;0.0386;0.0700;-0.0200;37.7724;31.2500;-1
0.0916;0.0008;0.0092;0.0959;-0.0200;-0.0900;3.2698;1.9531;-1
0.0938;0.0041;0.0129;0.1136;0.2100;-0.0800;23.4360;1.9531;-1
0.0413;0.0013;0.0030;0.0549;0.1700;0.0100;56.1009;44.9219;1
0.0274;0.0004;0.0012;0.0346;0.0900;-0.0100;53.8149;41.0156;1
0.0255;0.0005;0.0011;0.0334;0.1300;-0.0200;46.1358;41.0156;-1
0.0468;0.0016;0.0038;0.0616;0.2000;-0.0200;60.0616;50.7813;1
0.0750;0.0031;0.0087;0.0935;0.2600;0.0300;54.2935;50.7813;1
0.0266;0.0004;0.0011;0.0337;0.0800;0.0100;48.2463;41.0156;1
0.0354;0.0007;0.0020;0.0443;0.1300;-0.0300;25.5182;1.9531;-1
